url,query,annotation
data/quic360/train/images/5942456253_1d8447f302_o.jpg,location,This is a lake. There is a small stream flowing with water down into the lake.
data/quic360/train/images/8548277898_0ff7deb428_o.jpg,location,"in the middle of a forest, the grass is overgrown and it is green all over."
data/quic360/train/images/4695237669_4922ee8681_k.jpg,location,"in the middle of a crowded ground, there are people attending a live performance in the area."
data/quic360/train/images/48680553987_9b66b102ab_o.jpg,location,"in the middle of a city, there are streets everywhere and some street signs, there are buildings too."
data/quic360/train/images/29030468543_f434bdfe43_o.jpg,people,"Several men, maybe 4-5 of them smile and one has his hand up to the camera lens."
data/quic360/train/images/3712901842_46c72d756f_k.jpg,lake,The lake is almost black with the setting sun on it.
data/quic360/train/images/2194574094_52ddfeda2d_o.jpg,lake,"A large lake reflects hundreds of trees which surround it, replete with autumn leaves."
data/quic360/train/images/2255712240_d3c04e83f9_o.jpg,lake,A still small lake is visible with dark brownish water. The shores are rocky and you can see it's bounds fairly clearly.
data/quic360/train/images/26897224872_8f804bee62_o.jpg,building,We are looking at a single mall subdivided into dozens of smaller buildings located along stairways for browsing.
data/quic360/train/images/4200312792_09a3dce36f_k.jpg,building,This is a grand building in the colors of red and gold. There are many windows and ornant details all along the front of the building. It looks very detailed and old like it is out of a fairy tale from the civil war times. I would imagine it to be an inn or hotel of some kind.
data/quic360/train/images/49770189797_8d55993177_o.jpg,street,These are large walking street or sidewalks winding though all different types of buildings. There are white buildings and yellow ones.
data/quic360/train/images/32426210583_114e2b4314_f.jpg,sea,"The image is set from the elevated viewpoint on a mountainside where a large, blue, and open bay area can be seen  filling a circular cut into the mainland, before expanding into the ocean that lies beyond the land."
data/quic360/train/images/48277542567_82f67638a1_f.jpg,location,This is a county fair. The fair is filled with stands. Products and food are being sold.
data/quic360/train/images/3493767435_c1a2aa5d1e_o.jpg,houses,There are tall houses and short ones with many windows. There are some that look like stores and most that look like homes. They are lining both sides of the street.
data/quic360/train/images/49235681451_50ee3dd070_f.jpg,people,The man is standing inside the house near a wall with square holes.
data/quic360/train/images/3325014236_121c7bd15a_o.jpg,people,Two babies sip on color plastic cups while sitting in a dark colored double stroller.
data/quic360/train/images/3577162006_aa2b243dc5_k.jpg,sea,"Though we appear to see inland here, I suspect we are actually just seeing a part of a bay of a sea, in the distance you can see very far into the horizon with no land visible."
data/quic360/train/images/33639263808_9036403c07_f.jpg,landscape,There are bright yellow flowers filling a large field. All you can see in a full 360 view is the flowers and in the distance a low and continuous mountain range.
data/quic360/train/images/4030941779_8eee9beaa8_k.jpg,location,In the middle of a huge hall. There are tall pillars amidst it. The windows are large allowing light to flow in.
data/quic360/train/images/42345768125_be9a09a274_o.jpg,people,A man is balancing himself on a large log. He has his arms extend out to side for balance.
data/quic360/train/images/4394274103_24fe338927_o.jpg,landscape,The area is a beautiful beach shore scene. There is an elevated area of the shore that has a walking path and home structures behind it.
data/quic360/train/images/8608498862_9d9df56bb7_f.jpg,corridor,"The corridor is a bridge over a lake. It is a narrow walkway, and it has a metal railing with vertical slats on each side."
data/quic360/train/images/5228406983_7a9d2dc2e7_z.jpg,landscape,There is very rocky terrain with some pointed tips that come up.
data/quic360/train/images/46497107174_f98e3a1412_o.jpg,location,This is a large grassy area in a park or field near a river and city to the right and a bridge that runs from the grassy area over the water to the city on the opposite bank.
data/quic360/train/images/4787028221_f757f194a9_6k.jpg,landscape,A rock fence made of large stacked boulders line both sides of paved country road.
data/quic360/train/images/5057052341_bc7bf8a419_6k.jpg,people,A lot of people are walking around the center as the lights are shining against them.
data/quic360/train/images/50651007801_e63c4773ac_f.jpg,location,This is a tent. The tent looks wide. The roof is shaped like a triangle. The ground appears to be wood.
data/quic360/train/images/5973082961_6881e5b97d_o.jpg,rivers,There is a small river surrounded by sand rocks and trees.
data/quic360/train/images/48241107036_bd54d84460_f.jpg,happenings,A large crowd of people are gathered in a field to watch hot air balloons take off.
data/quic360/train/images/3535779738_15f8020a49_o.jpg,location,The image was taken from the middle of a paved division between two separate groups of buildings that are lined on both sides of the pictured pathway.
data/quic360/train/images/1812780991_31c788c413_o.jpg,plants,There are lots of red flowers on the lawn surround the walkway of the place. There are also various kinds of trees scattered about.
data/quic360/train/images/33001641348_bdb8297822_o.jpg,activity,"There is a warehouse with lots of product stored inside, that looks like fresh eggs or fresh fruit being traded or sold."
data/quic360/train/images/45408748594_eeb6800498_o.jpg,location,"This is in the lobby of a luxurious, Asian hotel. There is a second floor balcony overseeing the lobby."
data/quic360/train/images/4261236057_5047fec05f_o.jpg,lake,The water is blue with refection on it from the sun.
data/quic360/train/images/35172483942_1ecf996fb8_o.jpg,location,"In the middle of a crowded street, there are buildings on both the left and right side of the street."
data/quic360/train/images/27276541636_41a555213e_f.jpg,location,This is an alleyway. There are multiple directions in this alleyway. There are stairs leading upwards.
data/quic360/train/images/4734103763_d0d672e42a_b.jpg,location,"in the middle of a concrete bridge, below it is a river flowing and there are buildings on both sides."
data/quic360/train/images/24079886189_8a475ff9cd_o.jpg,people,Only one person sets among the old construction of rock and land and appears to be messing with something
data/quic360/train/images/13953711750_04f1c236b0_o.jpg,location,This is a lake. There are mountains surrounding this lake. There are rocks and sand on the outer edge of the lake.
data/quic360/train/images/1130914026_ba0bae133f_o.jpg,people,"a man sitting in a concrete bench next to a blue car in a parking lot, with two empty bench to the left and trees and grasses in front of the man"
data/quic360/train/images/43780152400_fcd9873497_o.jpg,cars,There is a green tractor with a red trailer attached to it.
data/quic360/train/images/46588309044_c20cece6f4_o.jpg,street,There is a wide stepping stone street in the middle of downtown. It wraps around a large water fountain in the middle. It goes in multiple directions by buildings.
data/quic360/train/images/51150451688_d53525461a_o.jpg,people,There are two people sitting on a bench enjoying the garden.
data/quic360/train/images/16488770306_09bf58eccd_o.jpg,interior,"This is the interior of a lighthouse or well house or sillough of somekind. It is broken inside, the floors and roofs have holes in them and need repair. The walls are made of white brick and the shape of the interior is round."
data/quic360/train/images/3762029329_a4521f1c81_k.jpg,what they are doing,There are two people staring at the camera making poses and are at each side of the camera to make it seem that they are everywhere.
data/quic360/train/images/3816492651_de2616ebed_o.jpg,landscape,The landscape element consists of a large stone land breaker stretched across what seems like seawater.
data/quic360/train/images/41647502194_8fa1d206a6_f.jpg,location,The view above is of cut down trees in a natural woods setting.
data/quic360/train/images/5204144732_c175ee6def_h.jpg,location,The nearly empty interior to a commuter train travelling along the tracks.
data/quic360/train/images/4586059520_22aa541e90_b.jpg,paintings,There is a large painting that advertises a store on the side of the wall.
data/quic360/train/images/15584979839_92e7390c85_k.jpg,corridor,"Dark small space that is part of a ship. The ship is worn out, tattered, and falling apart. It has lots of rust."
data/quic360/train/images/3309057928_81e6d3d4af_o.jpg,arthitecture,the building has many pillars. the roof of the building allows light to come through.
data/quic360/train/images/48786134843_16c3defd7f_f.jpg,landscape,"An inner sort of patio or plaza inside a surrounding building is open air, contains various wide leaved trees or bushes, fairly evenly spaced and they are bright green."
data/quic360/train/images/4476259957_0e451d7362_o.jpg,arthitecture,A variety of colorful residential rows houses line the shore.
data/quic360/train/images/47974028346_9a9ff1b446_o.jpg,interior,"basket ball court, the middle is painted round with white blue and red paint"
data/quic360/train/images/25101588334_425da34d56_f.jpg,building,There are tall buildings everywhere that have lots of levels. The buildings look commercial and business-like.
data/quic360/train/images/45624746195_dc5795b78a_k.jpg,lake,"The lake is very still and wide, reflecting the blue sky."
data/quic360/train/images/33484481396_0ee8f32b38_o.jpg,landscape,The image is captured in between peaks of a rocky mountain range that is plotted with rocky formations and weeds.
data/quic360/train/images/10636287006_fccb2ef734_o.jpg,trees,"There are various sized trees everywhere, some bushy and some tallk and skinny."
data/quic360/train/images/2971417464_ef70b6a328_o.jpg,trees,There are lots of trees that are green luscious tall in this forested area
data/quic360/train/images/5107693733_36ba87d090_o.jpg,sea,"A sea is visible from multiple sides here, there are waves though null appear too high, the water color is blue green and the sea extends far."
data/quic360/train/images/50354949058_e9311c6851_h.jpg,street,The image is set on the street side of a small city area where there are small plaza strips that are situated along the road pictured.
data/quic360/train/images/3127354895_233fc67dcb_o.jpg,interior,The interior of the abandoned church has deteriorating stone walls and is overgrown with plants.
data/quic360/train/images/2938636807_1381e4a054_k.jpg,art,"The art is a Mercedes Benz billboard - it is a very large size, and has an SUV in the middle. The background is red and appears to be brightly lit in the way it's painted."
data/quic360/train/images/3419984289_423f117e4c_5k.jpg,people,"Persons wearing a black suit, white shirt and tie are seen in various locations here. Notice how eerily similar they are? They are the same person photoshopped in here for effect."
data/quic360/train/images/50809761842_f3f52e5e26_f.jpg,trees,this looks like a proper forest with a pathway. The trees are thick and are in clusters.
data/quic360/train/images/962085658_29c0cae25e_o.jpg,planes,"we see the interior of an airplane, we can see seating, interior of the cabin, including various logos and designs of the airline."
data/quic360/train/images/32337896823_79f52d096e_o.jpg,lake,There is a large lake with pieces of logs floating around. There is a sandy beach at one end of the lake.
data/quic360/train/images/3534507710_eebe23bcd0_4k.jpg,people,There are girls posing against a tree that sprouts out white flowers by the stairway.
data/quic360/train/images/8611833085_96c97d8888_b.jpg,arthitecture,"The architecture is a built in the round decomposed, on a pedestal  but full of intriguing architectural detail."
data/quic360/train/images/36831565535_4512b59747_f.jpg,location,"Inside a plane, there are seats and on the seats are screens displaying some information."
data/quic360/train/images/28480805116_834ad4955e_h.jpg,arthitecture,This is probably a place with history. It looks old yet well lit.
data/quic360/train/images/37544977512_8824f2e4a4_o.jpg,location,In the middle of a room surrounded by wooden cabinets. The ceiling of the room is painted white.
data/quic360/train/images/3720434907_d9f4d747f7_o.jpg,building,"A small home that is raised a foot high off the ground, with red brick outside wall, a small porch, and window, and a fence that goes around it"
data/quic360/train/images/2094501351_593e0ccec8_k.jpg,interior,Inside a large building with multiple front desk and a spiral stair case leading to second floor.
data/quic360/train/images/48775529248_a1db74623e_o.jpg,interior,"We are inside a church. There is an alter, adorned with angels a stone floor and many rows of wooden chairs and benches."
data/quic360/train/images/50149029048_11b774e5a1_o.jpg,cars,"The image features two antique, red firetrucks that appear to have been preserved for the purpose of just observation based on the presence of a paper reading 'Fragile Exit.'"
data/quic360/train/images/8863160874_4850d89626_f.jpg,landscape,The landscape is open and has rocky terrane areas throughout.
data/quic360/train/images/48789376056_c10e95306d_o.jpg,monuments,A square shaped monument near a building. Steps lead up to the monument and it rises up to maybe 20 feet in the air with a statue of a man sitting in a chair at the top and writing below him.
data/quic360/train/images/30652967173_43748eb0ba_o.jpg,landscape,The landscape is a large flat expanse that seems to have been used as an exhibition site recently.
data/quic360/train/images/35046006562_6f3dcffd85_o.jpg,lake,There is a shallow lake with rocky and muddy banks surrounding it.
data/quic360/train/images/30376261195_244bfa1eb6_o.jpg,arthitecture,"The building is a dome of civic use, surrounded by statues of majestic historic meaning."
data/quic360/train/images/50471997681_3a7bbb2bdd_o.jpg,activity,"There are lots of people out and about enjoying the outdoor marketplace, either shopping, eating at tables, walking around staring at the store fronts or people watching."
data/quic360/train/images/11635784196_27fc7e2163_o.jpg,lake,This is a walled off lake area at the base of a mountain. People are using it for swimming.
data/quic360/train/images/25559392357_7960bb819d_f.jpg,location,This is the streets of a busy city. Buildings are at every angle. People are walking to their destination.
data/quic360/train/images/4830369668_43168203bd_k.jpg,corridor,"A glass window with a bike seen parked just outside the building through the glass, with a door on the left and series of locker to the right"
data/quic360/train/images/48246291617_a6e654afc1_o.jpg,people,People are sitting on benches and walking around the museums.
data/quic360/train/images/15712261991_162fc8c176_o.jpg,trains,There is a wooden train track under a small bridge near a river. The ground near the train tracks is covered with small rocks.
data/quic360/train/images/38216470346_b295eb8cd6_o.jpg,activity,There is skateboarding happening near a beach. It is at a skatepark that is made of grey concrete and it very large. You can see one person skating.
data/quic360/train/images/4943166647_2956a12446_5k.jpg,building,"Cream colored Theatro Municpal, or a type of city wide theater is shown here with arched doorways and a federalist type front."
data/quic360/train/images/9579654305_5bfcb5ec1d_b.jpg,interior,On an interior table a sound board and computer have been connected to transform an office into a recording studio.
data/quic360/train/images/3182213750_d7283188d9_o.jpg,sea,The sea around the high rocked land is a beautiful blue green and pretty calm considering that sea can often be choppy.
data/quic360/train/images/27315095402_41e322222d_o.jpg,arthitecture,We are looking at the town of which the architectural elements are beautiful and meld together almost perfectly. Within the town are several cars which have parked and seem to be waiting to look at the scenery which below and nearby
data/quic360/train/images/5286101023_782ed9c8f4_o.jpg,building,There is a white house with a blue flag that has a tree next to it. It has a shed on the side.
data/quic360/train/images/50727352517_c3c5b9c1bb_o.jpg,location,"This is a park. The park is filled with trees and plants. The ground looks unique, shaped oddly."
data/quic360/train/images/50796374426_7f36f08b90_o.jpg,art,There is a glass building that has some decorative art that represents the people of the country.
data/quic360/train/images/11264980725_2da93db809_o.jpg,arthitecture,The architecture inside the small room has been decayed to the point where it looks like somewhere a bum would live.
data/quic360/train/images/1040937907_e1a8533698_o.jpg,trains,"There is no train, but there are rails that lead into a station in the town."
data/quic360/train/images/2500812199_387b4929e9_o.jpg,art,"There are paintings hanging on the wall. They are all bright colors, with modern style designs."
data/quic360/train/images/48604912047_fdf7ab6dd5_f.jpg,location,This is large swimming pool consisting of 8 swimming lanes and a water slide at one end of the pool. There are 12 orange lounge chairs on one side of the pool.
data/quic360/train/images/32343604993_3bc3d8bffd_k.jpg,interior,"The inside of this building is like a small cottage that is made of raw lumber. It is very basic with just walls, floor and doorway."
data/quic360/train/images/34502858005_62a5c42613_o.jpg,garden,The cactus and flowers are outside throughout mall and resort area.
data/quic360/train/images/3956492937_2f57028021_o.jpg,activity,A girl is playing inside a playhouse made of wood. The playhouse is in a playground.
data/quic360/train/images/5104803452_81f4c4e552_o.jpg,landscape,"A mown grass lawn area is surrounded by a few green trees, it's chained apart from the buildings."
data/quic360/train/images/2272711715_84d8a022a7_k.jpg,location,"inside a room with two doors and a window, the walls are painted green."
data/quic360/train/images/4503738286_76b0354de4_o.jpg,mountains,This appears to be a grassy and rocky hill side within a larger mountain range.
data/quic360/train/images/40202595203_dcf0f6ab01_f.jpg,people,"There are a few people standing by a bakery display inside. One man has long pants, tennis shoes and backpack on."
data/quic360/train/images/40885182922_8086c2870b_o.jpg,location,"The image is set in the outdoors at a gloomy time of day where snow has blanketed the grounds of the park pictured, as far as the eye can see."
data/quic360/train/images/3607223512_a39febead8_k.jpg,activity,people having a picnic by a lake sitting on rocks
data/quic360/train/images/51876060866_bb12e220e8_o.jpg,activity,four people standing in front of a rail close to a stair case made with blocks and steel bars
data/quic360/train/images/3825320961_e5dd103865_k.jpg,houses,There are houses on each side during the night. They are next to an open driveway of somekind.
data/quic360/train/images/28447492963_c28e28e699_o.jpg,weather,"This is a very bright clear day, with a bright blue sky. There are only a couple of very small fluffy white clouds."
data/quic360/train/images/47103336034_93d9a10f52_o.jpg,trees,"A deciduous tree beginning to leaf out has interestingly mottled gray and brownish bark, leaning to one side."
data/quic360/train/images/32955856424_20b6e69207_o.jpg,people,There is a man and a woman facing the camera inside a store.
data/quic360/train/images/25717571702_0f5676c354_o.jpg,people,A bunch of people are in the church attending an event. Some of them are leaving.
data/quic360/train/images/4609691821_ee8ad8f4f7_6k.jpg,building,The main feature is an elaborately constructed wooden bridge built several hundred feet long.
data/quic360/train/images/15285387469_f5fd8380fa_f.jpg,building,The image captures the sight of a greenhouse building that is lined with a glass roofing that is placed between wooden framework in order to maintain sunlight exposure to the plants situated within the enclosure.
data/quic360/train/images/29834704450_3c9699a4ee_h.jpg,landscape,walking path with small pond beside it grass and trees threw out
data/quic360/train/images/2140481977_acfc80740a_o.jpg,weather,"The image presents a rather gloomy and misty appearance in the middle of the woods, which subtly suggests that there is a dense dampness that could have resulted from rain."
data/quic360/train/images/47358673272_fd71602c0b_f.jpg,arthitecture,"This architecture is an ancient ruin either in Greece or Rome. The shape of the main structure, with its large pillars suggest that this building was a temple."
data/quic360/train/images/4994691311_4ae456e277_o.jpg,building,We are looking at the garage of a suburban house with room for about four cars inside of it.
data/quic360/train/images/3587304482_9939137535_k.jpg,cars,There is a blue convertable and a silver two door sports coupe.
data/quic360/train/images/2127441732_f1450349e6_o.jpg,location,"a basketball court in a park like setting. There is one hoop, markings on the ground, including a three point and foul shot line, and a backstop."
data/quic360/train/images/47841124102_5b3ce9ac92_o.jpg,street,"The image is set from the outside of a building on the street side of a commercial part of town, where the road travels in two directions with a street running perpendicular to it."
data/quic360/train/images/4471959581_b509bde4c1_o.jpg,location,"In the middle of a city, there are tall buildings all around. there are lit street lights."
data/quic360/train/images/4313251951_4307ec28e4_k.jpg,lake,The snow is spreading everywhere even dog cant handle the cold.
data/quic360/train/images/30274388651_2ddeb37763_o.jpg,trains,There is a long set of train tracks that go over a wooden bridge and goes through a tunnel.
data/quic360/train/images/40021442724_6445edea07_o.jpg,arthitecture,A suburban commuter trail station is brightly painted and has ample parking.
data/quic360/train/images/4001813407_b8939393f2_o.jpg,landscape,"The image is set on the dockside of where a river used to be, but has been drained and now all that can be seen is sand with boats laid atop of the sediment."
data/quic360/train/images/31861698287_d6b5fb2d9b_f.jpg,trains,"The inside of a train is seen, we can see its wide seats, mostly hard plastic in cream, but some blue padded areas are visible, we also can see the map of stops the train has above doors."
data/quic360/train/images/16615153480_793dec82b8_f.jpg,interior,The car in old on the inside and look dirty.
data/quic360/train/images/43977373234_6c3143b351_o.jpg,what they are doing,"People sit on the sidewalk in green and or red areas fenced in there, they are dining, likely enjoying food and or coffee."
data/quic360/train/images/3429410650_e3bacbae59_o.jpg,lake,"This is a very large, and very calm lake. The water is darker in some areas and lighter in others, where the sun is still reflecting off of it."
data/quic360/train/images/25771259394_5128a9174c_o.jpg,location,This appears to be an abandon train tracks. The equipment are old and rusty. Even the train appears to be abandoned.
data/quic360/train/images/2481939047_4e774d4f4f_k.jpg,location,"in the middle of a field, green grass on the ground and on the edge are some trees and buildings."
data/quic360/train/images/3185755018_a9c3b5712c_3k.jpg,location,"This appears to be a part of a mine shaft, there are tracks laid here to transport at least a small rail type conveyance."
data/quic360/train/images/2851558772_e7f6e4a8b3_k.jpg,landscape,There is a sandy oval shaped arena. The sand is yellow and shows devits in it.
data/quic360/train/images/33681781858_f24eb4b210_f.jpg,arthitecture,A gazebo with open sides and a gabled roof above extends over a pond or very small lake. it's made mostly of unpainted wood.
data/quic360/train/images/39848351640_2a4c337000_f.jpg,rivers,The image is set from an elevated viewpoint that captures the presence of a flowing river that expands beyond the points of the mainland featured as well as beyond the mountain range in the distance.
data/quic360/train/images/15194323248_de19648350_o.jpg,lake,A very large and placid lake with some large stones.
data/quic360/train/images/49108888687_70963e6ebd_o.jpg,plants,There are lots of tall old maple and oak trees surrounding the shore area of the lake.
data/quic360/train/images/34509605152_d0eb79d662_o.jpg,building,The crumbling ruins of a brick building stand in an overgrown field.
data/quic360/train/images/41976663231_7a709c8906_o.jpg,location,The location is a bridge utterly transformed into the course of a world class cycle race.
data/quic360/train/images/11160641376_8ede60ab53_o.jpg,location,This is an abandoned house. The house is torn apart. The walls are shattered. The door is broken.
data/quic360/train/images/34233005522_48b2e0b0d2_o.jpg,location,There is a long rock bridge that loops over and joins the other side where a river flows below.
data/quic360/train/images/6539967333_bc4eef283f_b.jpg,location,"This is a part of a downtown city alleyway, which is walking only and is surrounded by multiple businesses."
data/quic360/train/images/4515500872_b1917ac684_k.jpg,interior,Striped vertical wallpaper is plastered on the wall of a bedroom.
data/quic360/train/images/51106106669_ab8b3d7479_f.jpg,trains,"An elevated train, silver and blue in color with windows, runs above streets in an Asian City."
data/quic360/train/images/5516403898_3318472bde_o.jpg,location,This is a beach. You can see the sand reach far. The ocean is visible and clear. Tracks and footprints are on the sand.
data/quic360/train/images/3928651990_be12db6fb5_k.jpg,interior,"The interior is a church, with leaded windows, an altar and seating for several hundred on a slate floor."
data/quic360/train/images/3687632259_e6f3d1f7e5_b.jpg,weather,"The sky is overcast, and it looks like it could begin raining any minute."
data/quic360/train/images/43244090700_b440819c5e_f.jpg,lake,"The body of water here appears to be a lake, we can see a distant shore, visible pretty much on all sides, waves ripple the surface of mostly clear water."
data/quic360/train/images/46920715251_d4cdc41659_f.jpg,houses,These large houses are waterfront property in a tropical location. The have wooden decks that lead to the water.
data/quic360/train/images/39531644614_4bacde5594_o.jpg,location,"This is the view of an older kitchen from inside a cabinet that has its doors open.  The cabinet contains multivitamins, nutritional supplements, bottles with unknown contents, and cooking spray."
data/quic360/train/images/4864774242_d90e0db88c_o.jpg,location,This is a basketball court. There are two basketball hoops on this court. The court is painted green and red.
data/quic360/train/images/2540870635_c56c45369f_o.jpg,weather,"Overcast sky with gray clouds. Sunshine not really peaking through the clouds, but there is some blue visibility in the sky that can be seen."
data/quic360/train/images/49011761712_86760111df_o.jpg,art,"Artists hang works of art seen here, of which some, are photographical, trying to sell it."
data/quic360/train/images/22368320836_60558b2b7d_f.jpg,happenings,"There are blue barricades side by side where people stand behind wearing yellow vests, and have binoculars in their hands. They spy on huge commercial planes in the distance."
data/quic360/train/images/3217046509_2506af03a2_k.jpg,art,"Tile work in the floor here is made in an Artful way, conducting a mood of whimsy, well crafted."
data/quic360/train/images/24767803297_cefdcda634_f.jpg,monuments,There is a statue of a historic figure mounted on top of a stone column in the middle of a small town. It is of a person holding his hands out.
data/quic360/train/images/28965455984_59356e3234_o.jpg,art,Different colored graffiti are on various parts of the white walls of an abandoned building.
data/quic360/train/images/27185776573_cd87ba1b79_o.jpg,location,Downtown tokyo square where there are very large buildings lit up. There are street lights and parking signs.
data/quic360/train/images/6100584863_3f8a1df5c5_k.jpg,monuments,"There is a statue of a historic figure on a tall, cylindrical shaped column. Behind the monument, there is an arched, stone wall consisting of many columns. In front of the statue is a large, circular fountain that has many smaller fountains surrounding it."
data/quic360/train/images/26717482400_c5c5a71fa2_o.jpg,location,park with walking path and small lake with fountain spraying smalll flow of water up
data/quic360/train/images/49360734942_5281c97313_f.jpg,people,There are a few staff members in the plane that are trying to prepare for passengers.
data/quic360/train/images/52190065318_4d76d48f20_f.jpg,arthitecture,"The interior of the theater consists of three tall, stone, arched areas along each of the side walls with bricks below the arches. The ceiling is a large circular dome shape that is blue and has an elegant looking center. The front stage area is a large archway made out of stone."
data/quic360/train/images/50174281272_ca02c990c3_o.jpg,location,This is a basketball court in the night time lit up. There are white lines and on the pavement and brick walls on one side.  There are houses around as well and soccor goals.
data/quic360/train/images/51208510537_17f87322b9_o.jpg,sea,A sea or perhaps merely an estuary of one has converged upon the land where there are many ships which wade passage in one direction or another
data/quic360/train/images/5276640108_31e8b6dbaf_b.jpg,activity,"There is an event going on in a town square that is surrounded by buildings. There is a very large Christmas tree, a carousel, and covered booths set up."
data/quic360/train/images/4742852899_7eceeff887_k.jpg,arthitecture,The inside of this cathedral appears to be made of red bricks It has very high arches and several large pillars also made of bricks.
data/quic360/train/images/1458493136_82514fc019_k.jpg,interior,The interior of the house has an open concept with windows above.
data/quic360/train/images/5013274556_e9354614bc_5k.jpg,building,The buildings are very old and mid century looking. But they have fresh paint. The windows are arched. They are not really tall with only a few of them having a second floor. They are stuck to each other with no space in between buildings.
data/quic360/train/images/4607057103_eb86fb7bf9_o.jpg,location,"The image is captured from the elevated position of a hillside that is situated on the outskirts of a city side that possesses a heightened view of the buildings, streets, and river way that passes through."
data/quic360/train/images/2265906510_3994fa8835_o.jpg,interior,"The Interior is that of a store, probably a gift shop or an antique shop. The area is packed and somewhat small."
data/quic360/train/images/23698085366_372e958155_f.jpg,location,A huge convention hall with large ceilings and tables and people everywhere.
data/quic360/train/images/29355291532_ea57fc827d_o.jpg,location,The photo is captured from an elevated view atop of a large and steep canyon where a platform with railings has been built to accommodate both explorers and tourists that wish to enjoy the view.
data/quic360/train/images/36282606780_82af41888e_4k.jpg,rivers,"A green colored river flows rapidly, though the picture here seems almost like a cartoon or unnatural."
data/quic360/train/images/25947336587_4ea2fcee28_f.jpg,interior,The image is set within the interior of a very ornate and significant establishment that is characterized with having detailed sculptures made in the likeness of historical figures along with magnificent paintings and stones that define just how important this place is.
data/quic360/train/images/32459107752_6d159020f6_o.jpg,activity,"There is a camera and bag by the bench, which the person is likely taking pictures outside."
data/quic360/train/images/46600533145_eb51a8052f_f.jpg,landscape,This is a sandy beach near an ocean. There is a large wooden dock stretching out over the water.
data/quic360/train/images/10549253796_838415790d_o.jpg,building,Federal type buildings are visible here. The buildings are likely part of the US capital buildings in Washington DC. A key clue we get is the American flag atop one building. IF this was a state building or in a different country we would at least see additional flags.
data/quic360/train/images/5057512339_784f35377d_o.jpg,what they are doing,"Someone has built a castle in the sand here, strangely enough. it's ironic because many people build castles FROM sand, but this one appears to be made of brick."
data/quic360/train/images/4959578042_831644c4ee_b.jpg,location,In the middle of factory ruins. On the left are some huge chimneys and on the right is a tall building.
data/quic360/train/images/6558928717_d3bf40e7a1_o.jpg,location,A airplane with just 3 people on it. some over head bends open
data/quic360/train/images/2092207212_ff0f481350_o.jpg,weather,"One of the most notable characteristics of this photo is the wondrous sight of the weather pattern displaying thick cloud cover during a sunny day, where the sunlight illuminates the cloud's definition."
data/quic360/train/images/5490595247_bb30a4c546_o.jpg,cars,Various cars of different colors and models are parked in parking spaces in a parking lot.
data/quic360/train/images/32972567848_a8a99dd265_f.jpg,location,This is a beach. The ocean can be seen far and wide. The beach is filled with sand.
data/quic360/train/images/35564435090_7abb4a6eee_o.jpg,location,This is inside of a bus. The bus is parked in a parking lot filled with cars. The bus can seat many people.
data/quic360/train/images/27380721117_e56cae1965_o.jpg,building,A series of red brick buildings surrounds a street.
data/quic360/train/images/5627484469_d107d61985_o.jpg,people,People walking on a passenger bridge that connects 2 land areas across from each other.
data/quic360/train/images/29359777328_3d987862d0_o.jpg,people,"There is a small group of people that have seemingly traveled to the end of the dock at a boat marina to witness the sight of a large brown wooden boat that is situated at the far end of the dock, beyond the sportsman and deep sea boats also docked here."
data/quic360/train/images/16732058009_9777e9b8f5_o.jpg,garden,The house is surrounded by planters with plantings almost ready to be including in the garden.
data/quic360/train/images/51098873978_8544f12074_o.jpg,building,There is a castle with several parapets rising from the highest part of the hill.
data/quic360/train/images/4233745350_fa625f246f_k.jpg,people,A crowd of people whom are all of Indian descent are gathered together.
data/quic360/train/images/4604834653_8c633c179c_4k.jpg,location,"A skate park with concrete steps, and several ramps and rails. Much of it is covered with graffiti."
data/quic360/train/images/39633978395_6b494d852f_f.jpg,monuments,"The leaning tower of Pisa, which is technically a building, but has grown into being more of a monument that people come from all over to see."
data/quic360/train/images/5723208114_fcac0de413_b.jpg,people,A group of people in what looks like a museum location looking at a tree.
data/quic360/train/images/1880147869_152e55e53a_6k.jpg,location,They are located in a courtyard in an asian country. There are tall buildings in a circle.
data/quic360/train/images/4977437414_b6a3cfd71d_o.jpg,landscape,"A rocky riverbed at the base of rock cliffs. The cliffs are are riot of color, shades of green and blue and brown and white. An abundant growth of fern is in the foreground."
data/quic360/train/images/1095740667_e6c2b312b9_o.jpg,houses,"The houses are set up as a farmhouse style estate. The buildings are white, and there are large dark gray roofs with windows in them."
data/quic360/train/images/2746475562_293595af0f_4k.jpg,plants,"A small green space in the courtyard of the building that has some plants in small pots on the windowsill, as well as other plants further into the courtyard."
data/quic360/train/images/2269778242_3d9102fac9_o.jpg,weather,"An overcast cloudy, white sky, with no blue showing. But there doesn""t seem to be any precipitation."
data/quic360/train/images/27379510626_53d2d3dce8_o.jpg,what they are doing,"People are clambering over the architectural site, some are taking photographs while they admire it."
data/quic360/train/images/36113665940_a6e6790396_f.jpg,foods,There is a menu board behind the counter where visitors can point and order foods.
data/quic360/train/images/5336078974_64cf806696_k.jpg,trees,The deciduous trees still have remnants of their their autumn leaves marking the end of summer socialization.
data/quic360/train/images/3428504146_9138ace8d4_o.jpg,trees,"There are dozens of trees growing in a sheltered area near a road, some of the barks have been stripped but the trees seem in good health."
